Curs Acadèmic,Tipus universitat,Sigles,Tipus Estudi,Branca,Sexe,Integrat S/N,Taxa rendiment,% Abandonament a primer curs
22-23,PÚBLICA,UPF,grau,Enginyeria i arquitectura,HOME,Integrat,0.8037895567320275,0.08423853837104671
22-23,PÚBLICA,UPF,màster universitari,Arts i humanitats,DONA,Integrat,0.9064232023738522,0.13525751789890406
22-23,PÚBLICA,UPF,màster universitari,Arts i humanitats,HOME,Integrat,0.9378225567052155,0.05873015873015871
22-23,PÚBLICA,UPF,màster universitari,Ciències,DONA,Adscrit,1.0,0.0
22-23,PÚBLICA,UPF,màster universitari,Ciències,DONA,Integrat,1.0,0.0
22-23,PÚBLICA,UPF,màster universitari,Ciències,HOME,Adscrit,1.0,0.0
22-23,PÚBLICA,UPF,màster universitari,Ciències,HOME,Integrat,0.973684210526316,0.111111111111111
22-23,PÚBLICA,UPF,màster universitari,Ciències de la salut,DONA,Adscrit,0.9334097736294386,0.025
22-23,PÚBLICA,UPF,màster universitari,Ciències de la salut,DONA,Integrat,0.984991642563173,0.029831649831649838
22-23,PÚBLICA,UPF,màster universitari,Ciències de la salut,HOME,Adscrit,0.979939819458375,0.0
22-23,PÚBLICA,UPF,màster universitari,Ciències de la salut,HOME,Integrat,0.9858242353635236,0.03
22-23,PÚBLICA,UPF,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.9341720090204985,0.019363825765035442
22-23,PÚBLICA,UPF,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.8495702938613555,0.11097359635565614
22-23,PÚBLICA,UPF,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.9372115943458996,0.014446774849121666
22-23,PÚBLICA,UPF,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.8581022529228451,0.05558866903404721
22-23,PÚBLICA,UPF,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9288194444444442,0.03571428571428575
22-23,PÚBLICA,UPF,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.8306860302096237,0.1166666666666665
22-23,PÚBLICA,URV,grau,Arts i humanitats,DONA,Integrat,0.6084845684389286,0.12631000676132523
22-23,PÚBLICA,URV,grau,Arts i humanitats,HOME,Integrat,0.6358196481984935,0.18408316593800467
22-23,PÚBLICA,URV,grau,Ciències,DONA,Integrat,0.8441648064694249,0.12746572104018922
22-23,PÚBLICA,URV,grau,Ciències,HOME,Integrat,0.7937642430747627,0.08651515151515152
22-23,PÚBLICA,URV,grau,Ciències de la salut,DONA,Adscrit,0.815597313555843,0.0144927536231884
22-23,PÚBLICA,URV,grau,Ciències de la salut,DONA,Integrat,0.920459141866645,0.06212877070019932
22-23,PÚBLICA,URV,grau,Ciències de la salut,HOME,Adscrit,0.7672714842844339,0.08928722773116372
22-23,PÚBLICA,URV,grau,Ciències de la salut,HOME,Integrat,0.9013355109632017,0.0629944872456393
22-23,PÚBLICA,URV,grau,Ciències socials i jurídiques,DONA,Adscrit,0.898854584877356,0.024242424242424232
22-23,PÚBLICA,URV,grau,Ciències socials i jurídiques,DONA,Integrat,0.8261114604394714,0.08369227328341348
22-23,PÚBLICA,URV,grau,Ciències socials i jurídiques,HOME,Adscrit,0.831447669444009,0.0607287449392713
22-23,PÚBLICA,URV,grau,Ciències socials i jurídiques,HOME,Integrat,0.7994995119714932,0.11465884007223631
22-23,PÚBLICA,URV,grau,Enginyeria i arquitectura,DONA,Adscrit,0.864197530864198,0.0
22-23,PÚBLICA,URV,grau,Enginyeria i arquitectura,DONA,Integrat,0.6789723619148925,0.10100646758928492
22-23,PÚBLICA,URV,grau,Enginyeria i arquitectura,HOME,Adscrit,0.854471544715447,0.03125
22-23,PÚBLICA,URV,grau,Enginyeria i arquitectura,HOME,Integrat,0.6632136690104885,0.10502529698533933
22-23,PÚBLICA,URV,màster universitari,Arts i humanitats,DONA,Integrat,0.9267631229517498,0.1457450761798588
22-23,PÚBLICA,URV,màster universitari,Arts i humanitats,HOME,Integrat,0.8568857746573805,0.17142857142857149
22-23,PÚBLICA,URV,màster universitari,Ciències,DONA,Integrat,0.9592757936507937,0.033333333333333395
22-23,PÚBLICA,URV,màster universitari,Ciències,HOME,Integrat,0.9611378629650996,0.0
22-23,PÚBLICA,URV,màster universitari,Ciències de la salut,DONA,Integrat,0.9014111005504682,0.14888441642827613
22-23,PÚBLICA,URV,màster universitari,Ciències de la salut,HOME,Integrat,0.8559292339895076,0.1431818181818182
22-23,PÚBLICA,URV,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.8623163212694118,0.11195513019829975
22-23,PÚBLICA,URV,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.7634163906973979,0.23377401837928158
22-23,PÚBLICA,URV,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.8314822575152494,0.09360410830999066
22-23,PÚBLICA,URV,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.7576627464076159,0.1899369471108602
22-23,PÚBLICA,UdG,grau,Arts i humanitats,DONA,Adscrit,0.945478147987884,0.0476190476190476
22-23,PÚBLICA,UdG,grau,Arts i humanitats,DONA,Integrat,0.7877550054064005,0.12544973544973534
22-23,PÚBLICA,UdG,grau,Arts i humanitats,HOME,Adscrit,0.96524064171123,0.166666666666667
22-23,PÚBLICA,UdG,grau,Arts i humanitats,HOME,Integrat,0.7736363662764131,0.3170995670995672
22-23,PÚBLICA,UdG,grau,Ciències,DONA,Integrat,0.896199029342344,0.07024826059456037
22-23,PÚBLICA,UdG,grau,Ciències,HOME,Integrat,0.8938111289860752,0.043082396530672355
22-23,PÚBLICA,UdG,grau,Ciències de la salut,DONA,Adscrit,0.8959534266572098,0.11189458294005508
22-23,PÚBLICA,UdG,grau,Ciències de la salut,DONA,Integrat,0.96470024270962,0.03026426546163387
22-23,PÚBLICA,UdG,grau,Ciències de la salut,HOME,Adscrit,0.8625413778591318,0.0779245947850599
22-23,PÚBLICA,UdG,grau,Ciències de la salut,HOME,Integrat,0.9457558816827826,0.018518518518518535
22-23,PÚBLICA,UdG,grau,Ciències socials i jurídiques,DONA,Adscrit,0.9348717669668115,0.05278520499108739
22-23,PÚBLICA,UdG,grau,Ciències socials i jurídiques,DONA,Integrat,0.8671089568743032,0.07017352285364742
22-23,PÚBLICA,UdG,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8934037680396443,0.10802445202646813
22-23,PÚBLICA,UdG,grau,Ciències socials i jurídiques,HOME,Integrat,0.8012048908016106,0.07182775815667189
22-23,PÚBLICA,UdG,grau,Enginyeria i arquitectura,DONA,Integrat,0.7593648886280648,0.07843929879644171
22-23,PÚBLICA,UdG,grau,Enginyeria i arquitectura,HOME,Integrat,0.7130216502572841,0.14426908947503708
22-23,PÚBLICA,UdG,màster universitari,Arts i humanitats,DONA,Integrat,0.9559839357429719,0.0714285714285715
22-23,PÚBLICA,UdG,màster universitari,Arts i humanitats,HOME,Integrat,0.9755963590709354,0.0
22-23,PÚBLICA,UdG,màster universitari,Ciències,DONA,Integrat,0.9893121693121693,0.0
22-23,PÚBLICA,UdG,màster universitari,Ciències,HOME,Integrat,0.936348327967676,0.0625
22-23,PÚBLICA,UdG,màster universitari,Ciències de la salut,DONA,Adscrit,0.964285714285714,0.0
22-23,PÚBLICA,UdG,màster universitari,Ciències de la salut,DONA,Integrat,0.925,0.1
22-23,PÚBLICA,UdG,màster universitari,Ciències de la salut,HOME,Adscrit,0.96241610738255,0.0769230769230769
22-23,PÚBLICA,UdG,màster universitari,Ciències de la salut,HOME,Integrat,1.0,0.0
22-23,PÚBLICA,UdG,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.912190874141988,0.13289580294927894
22-23,PÚBLICA,UdG,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9292023034726793,0.0967592592592592
22-23,PÚBLICA,UdG,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9344950205002425,0.09750566893424033
22-23,PÚBLICA,UdG,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.938652765231951,0.07445887445887453
22-23,PÚBLICA,UdL,grau,Arts i humanitats,DONA,Integrat,0.8100966792356867,0.09875
22-23,PÚBLICA,UdL,grau,Arts i humanitats,HOME,Integrat,0.8088903483482556,0.1448822180529498
22-23,PÚBLICA,UdL,grau,Ciències,DONA,Integrat,0.791404375157198,0.0478603603603604
22-23,PÚBLICA,UdL,grau,Ciències,HOME,Integrat,0.78492018698937,0.20192307692307698
22-23,PÚBLICA,UdL,grau,Ciències de la salut,DONA,Adscrit,0.85449146250928,0.0697674418604651
22-23,PÚBLICA,UdL,grau,Ciències de la salut,DONA,Integrat,0.9371489641304994,0.07556435700271315
22-23,PÚBLICA,UdL,grau,Ciències de la salut,HOME,Adscrit,0.825052854122622,0.0465116279069767
22-23,PÚBLICA,UdL,grau,Ciències de la salut,HOME,Integrat,0.912620148648258,0.13039975071225077
22-23,PÚBLICA,UdL,grau,Ciències socials i jurídiques,DONA,Adscrit,0.8966677945551185,0.0714285714285715
22-23,PÚBLICA,UdL,grau,Ciències socials i jurídiques,DONA,Integrat,0.8201699636084165,0.08949958895787746
22-23,PÚBLICA,UdL,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8510178515502664,0.0
22-23,PÚBLICA,UdL,grau,Ciències socials i jurídiques,HOME,Integrat,0.7791181089879916,0.1729174266902925
22-23,PÚBLICA,UdL,grau,Enginyeria i arquitectura,DONA,Integrat,0.7739765328221917,0.0990151515151515
22-23,PÚBLICA,UdL,grau,Enginyeria i arquitectura,HOME,Integrat,0.7304826743493356,0.10676864833146857
22-23,PÚBLICA,UdL,màster universitari,Arts i humanitats,DONA,Integrat,0.5536733244334908,0.08333333333333333
22-23,PÚBLICA,UdL,màster universitari,Arts i humanitats,HOME,Integrat,0.7423324701526227,0.17777777777777767
22-23,PÚBLICA,UdL,màster universitari,Ciències,DONA,Integrat,0.97286178219644,0.0
22-23,PÚBLICA,UdL,màster universitari,Ciències,HOME,Integrat,0.7801724137931034,0.111111111111111
22-23,PÚBLICA,UdL,màster universitari,Ciències de la salut,DONA,Integrat,0.8849015002522461,0.04285714285714289
22-23,PÚBLICA,UdL,màster universitari,Ciències de la salut,HOME,Integrat,0.7290673105333967,0.05
22-23,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.597720486796117,0.41428571428571426
22-23,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.7831293796755895,0.16498257839721256
22-23,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.6236293440196491,0.5400560224089637
22-23,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.7591923611570585,0.07030423280423288
22-23,PÚBLICA,UdL,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9291891956676682,0.0642857142857143
22-23,PÚBLICA,UdL,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.7345469435948468,0.21666666666666662
